interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_flow;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapDensity;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;wizard_example;0;;0;0;;162235680;0;0;;0;;;;0.00;;;;;
0.00;3600.00;wizard_example;0;0.23;4;5;8.81;162237275#0;0;0;0.23;9;0.12;0.25;11.04;97.35;10.35;0.75;22.08;10.13;1.00
0.00;3600.00;wizard_example;0;0.32;2;10;11.87;162237275#1;0;0;0.32;12;0.16;0.35;8.28;98.30;10.06;0.72;22.68;7.54;0.00
0.00;3600.00;wizard_example;0;0.21;1;7;7.93;162237276#0;0;0;0.21;8;0.11;0.23;7.18;56.92;10.17;0.73;14.05;6.43;0.00
0.00;3600.00;wizard_example;1;0.19;2;5;6.77;162237276#1;0;0;0.19;6;0.10;0.21;4.84;32.85;10.15;0.73;8.33;4.36;0.00
0.00;3600.00;wizard_example;2;0.11;0;4;4.00;162237276#2;0;0;0.11;2;0.06;0.16;2.89;11.04;8.53;0.61;2.92;1.90;0.00
0.00;3600.00;wizard_example;0;2.37;2;75;76.73;163371017#0;0;0;2.37;77;1.25;2.82;4.94;379.03;8.56;0.62;118.36;4.15;2.00
0.00;3600.00;wizard_example;0;0.45;2;16;17.88;163371017#1;0;0;0.45;18;0.22;0.47;8.15;145.85;11.15;0.80;27.82;7.73;0.00
0.00;3600.00;wizard_example;0;0.46;1;19;19.91;163371017#3;0;0;0.46;20;0.23;0.51;5.05;100.60;11.90;0.86;11.17;4.58;0.00
0.00;3600.00;wizard_example;0;0.45;2;17;18.81;163371017#4;0;0;0.45;19;0.23;0.51;5.33;100.32;11.24;0.81;14.85;4.77;0.00
0.00;3600.00;wizard_example;1;0.52;2;18;19.60;163371017#6;0;0;0.52;19;0.26;0.62;2.91;57.18;10.46;0.75;11.55;2.45;0.00
0.00;3600.00;wizard_example;1;1.49;2;23;24.93;163371017#7;0;0;1.49;24;0.75;1.54;33.52;835.29;4.66;0.34;541.66;32.40;450.00
0.00;3600.00;wizard_example;0;0.26;1;10;10.97;163371745#0;0;0;0.26;11;0.13;0.27;12.82;140.55;11.81;0.85;13.60;12.41;0.00
0.00;3600.00;wizard_example;0;0.06;2;0;1.90;163371957#0;0;0;0.06;2;0.03;0.06;11.94;22.76;9.08;0.41;12.52;11.12;0.00
0.00;3600.00;wizard_example;0;0.16;1;7;7.95;163371957#1;0;0;0.16;8;0.08;0.17;8.01;63.72;13.89;0.63;25.62;7.77;0.00
0.00;3600.00;wizard_example;0;0.38;5;8;10.89;163371957#2;0;0;0.38;13;0.24;0.60;2.27;26.14;7.53;0.34;15.20;1.52;0.00
0.00;3600.00;wizard_example;0;0.53;1;22;22.86;163371957#3;0;0;0.53;23;0.26;0.59;3.39;77.52;12.27;0.55;35.37;3.04;0.00
0.00;3600.00;wizard_example;2;0.54;1;27;27.71;163371957#4;0;0;0.54;26;0.26;0.67;1.55;42.80;14.69;0.66;14.83;1.25;0.00
0.00;3600.00;wizard_example;1;0.42;0;30;30.00;163371957#5;0;0;0.42;29;0.21;0.44;6.88;206.52;19.68;0.89;25.21;6.65;0.00
0.00;3600.00;wizard_example;2;6.80;2;40;41.84;163371957#6;0;0;6.80;40;3.44;7.01;38.59;1615.18;1.79;0.08;1464.44;37.43;1255.00
0.00;3600.00;wizard_example;0;0.11;5;0;4.80;163380995;0;0;0.11;5;0.06;0.12;11.19;53.77;11.61;0.84;7.60;10.44;0.00
0.00;3600.00;wizard_example;0;0.09;2;0;1.60;163381457#0;0;0;0.09;2;0.05;0.12;6.31;10.49;4.80;0.35;5.82;5.33;0.00
0.00;3600.00;wizard_example;0;0.06;1;1;1.93;163381457#1;0;0;0.06;2;0.03;0.06;8.15;15.74;9.09;0.65;4.80;7.25;0.00
0.00;3600.00;wizard_example;0;;0;0;;163381457#2;0;0;;0;;;;0.00;;;;;
0.00;3600.00;wizard_example;0;0.30;0;11;10.00;163381717#1;0;0;0.30;10;0.14;0.34;4.37;43.71;9.43;0.68;13.04;3.85;0.00
0.00;3600.00;wizard_example;0;0.26;0;9;9.00;163381717#2;0;0;0.26;9;0.13;0.38;1.62;14.62;9.69;0.70;3.57;1.11;0.00
0.00;3600.00;wizard_example;0;5.76;2;13;14.26;163381717#3;0;0;5.76;15;2.95;6.17;21.24;307.09;0.89;0.06;286.12;20.11;232.00
0.00;3600.00;wizard_example;0;0.10;0;4;4.00;163382324#0;0;0;0.10;4;0.05;0.12;2.87;11.46;11.21;0.81;2.45;2.47;0.00
0.00;3600.00;wizard_example;0;0.26;3;5;7.08;163382324#1;0;0;0.26;8;0.14;0.33;2.68;19.53;8.07;0.58;7.97;2.22;0.00
0.00;3600.00;wizard_example;0;0.24;0;10;10.00;163382324#2;0;0;0.24;10;0.12;0.30;2.11;21.09;11.64;0.84;2.89;1.71;0.00
0.00;3600.00;wizard_example;1;0.44;2;14;15.85;163382324#3;0;0;0.44;15;0.23;0.49;7.61;120.62;9.61;0.69;28.19;6.83;0.00
0.00;3600.00;wizard_example;0;0.76;5;0;4.01;163384856;0;0;0.76;5;0.41;0.85;18.86;78.68;1.63;0.59;36.37;17.64;16.00
0.00;3600.00;wizard_example;0;0.88;6;0;0.00;163384949;0;0;0.88;6;0.45;2.62;4.12;17.89;1.68;0.60;12.66;;6.00
0.00;3600.00;wizard_example;0;0.65;3;25;27.76;164420778#1;0;0;0.65;28;0.34;0.73;5.94;164.84;11.41;0.82;26.06;5.31;0.00
0.00;3600.00;wizard_example;0;1.94;3;60;62.87;164420778#2;0;0;1.94;63;1.10;2.59;17.95;1128.42;7.01;0.50;548.71;13.45;392.00
0.00;3600.00;wizard_example;0;76.94;2;980;959.67;164420780;241;241;25.65;936;12.84;80.94;36.32;34813.58;3.43;0.12;30488.89;34.48;25013.48
0.00;3600.00;wizard_example;1;0.41;1;15;15.94;164420781#0;0;0;0.41;15;0.21;0.45;9.17;146.25;10.45;0.75;26.16;8.41;0.00
0.00;3600.00;wizard_example;0;0.20;2;6;7.93;164420781#1;0;0;0.20;8;0.10;0.21;15.07;119.61;10.59;0.76;27.97;14.23;4.00
0.00;3600.00;wizard_example;0;6.33;1;206;206.92;164420782;0;0;6.33;207;3.15;6.93;7.75;1603.60;8.94;0.64;570.38;7.08;0.00
0.00;3600.00;wizard_example;0;79.53;0;136;132.81;164420783#0;0;0;79.53;136;39.24;80.17;122.88;16311.72;0.50;0.02;15939.27;121.85;14122.00
0.00;3600.00;wizard_example;1;101.52;1;134;132.43;164420783#1;0;0;101.52;125;50.76;101.78;513.22;67830.32;0.37;0.02;66690.59;510.87;56506.00
0.00;3600.00;wizard_example;0;122.34;1;133;120.67;164420783#3;0;0;122.34;114;61.19;123.75;547.58;65867.07;0.28;0.01;64957.96;539.65;55618.00
0.00;3600.00;wizard_example;0;193.00;6;660;655.04;164420784#0;119;119;64.33;658;30.48;232.06;13.49;8688.46;1.14;0.04;8257.95;11.03;7467.00
0.00;3600.00;wizard_example;0;59.67;8;751;744.29;164420784#1;617;617;19.89;726;9.95;59.99;105.52;78506.80;3.49;0.13;68360.52;104.91;52431.00
0.00;3600.00;wizard_example;0;124.82;3;889;885.72;164420784#2;519;519;41.61;880;19.76;134.98;19.33;17099.84;2.08;0.07;15658.63;17.85;13248.00
0.00;3600.00;wizard_example;0;0.05;1;1;1.99;164420788;0;0;0.05;2;0.03;0.05;39.46;78.47;11.04;0.79;7.84;38.69;0.00
0.00;3600.00;wizard_example;0;266.67;3;108;53.62;164420819;543;543;133.33;86;60.80;266.67;147.55;9791.60;0.09;0.00;9761.35;136.43;9514.37
0.00;3600.00;wizard_example;0;1.43;3;72;74.60;164420820;22;22;0.71;72;0.35;1.46;10.76;802.75;14.61;0.53;375.76;10.47;65.00
0.00;3600.00;wizard_example;0;266.67;0;470;102.95;164420821#1;15;15;133.33;465;44.92;266.67;8.36;3654.44;0.62;0.02;3547.22;1.87;3097.19
0.00;3600.00;wizard_example;0;211.99;0;397;374.72;164420821#2;7;7;105.99;376;42.07;266.67;19.28;7212.88;0.50;0.02;6935.92;9.35;6341.17
0.00;3600.00;wizard_example;0;224.11;0;500;432.72;164420821#3;56;56;112.05;492;51.37;266.67;12.23;5354.88;0.75;0.03;5117.27;7.74;4557.00
0.00;3600.00;wizard_example;0;203.04;0;136;116.86;164420821#4;8;8;101.52;122;41.02;229.72;59.93;7004.66;0.22;0.01;6908.26;52.98;6453.00
0.00;3600.00;wizard_example;0;194.51;0;362;331.99;164420821#5;49;49;97.25;360;68.38;266.67;17.79;5933.68;0.50;0.02;5683.67;8.04;5143.00
0.00;3600.00;wizard_example;0;266.67;0;122;11.74;164420821#6;2;2;133.33;117;31.51;266.67;28.66;3198.61;0.18;0.01;3167.60;16.35;3002.68
0.00;3600.00;wizard_example;0;266.67;0;308;29.66;164420821#7;16;16;133.33;307;51.13;266.67;14.14;3713.86;0.37;0.01;3584.87;6.47;3296.00
0.00;3600.00;wizard_example;0;184.89;0;221;190.99;164420821#8;2;2;92.45;221;24.18;266.67;9.77;1839.88;0.57;0.02;1736.38;2.06;1554.00
0.00;3600.00;wizard_example;0;3.05;0;122;122.00;164422686;0;0;3.05;122;1.52;3.25;11.02;1344.33;10.88;0.78;230.70;10.33;0.00
0.00;3600.00;wizard_example;0;1.43;2;65;66.47;164558871#1;0;0;1.43;66;0.71;1.44;111.13;7386.77;12.91;0.93;716.27;110.72;0.00
0.00;3600.00;wizard_example;0;7.95;2;89;90.81;164559534;0;0;7.95;91;4.00;8.22;17.23;1564.81;3.36;0.24;1186.07;16.65;977.00
0.00;3600.00;wizard_example;0;0.13;1;2;2.18;164559537;0;0;0.13;2;0.07;0.13;52.06;113.09;4.57;0.33;76.14;50.67;60.00
0.00;3600.00;wizard_example;0;1.28;5;43;45.13;164559538#0;0;0;1.28;40;0.64;1.29;305.29;13774.57;9.77;0.88;1401.92;304.81;0.00
0.00;3600.00;wizard_example;0;1.36;2;60;60.97;164560138#0;0;0;1.36;61;0.68;1.42;9.99;609.13;12.43;0.89;57.84;9.54;0.00
0.00;3600.00;wizard_example;0;1.58;1;58;58.97;164560138#1;0;0;1.58;59;0.81;1.68;16.18;954.40;10.05;0.72;235.98;15.20;25.00
0.00;3600.00;wizard_example;0;0.10;3;0;2.81;164560139#0;0;0;0.10;3;0.06;0.12;12.70;35.87;6.86;0.49;14.13;10.90;0.00
0.00;3600.00;wizard_example;0;0.34;1;8;8.67;164560139#1;0;0;0.34;9;0.17;0.44;2.79;24.44;7.31;0.53;11.28;2.20;0.00
0.00;3600.00;wizard_example;1;0.21;0;8;8.00;164560139#2;0;0;0.21;7;0.11;0.29;1.91;15.22;10.28;0.74;1.81;1.36;0.00
0.00;3600.00;wizard_example;0;0.08;2;0;1.70;164560139#4;0;0;0.08;2;0.05;0.10;6.94;12.08;5.65;0.41;6.13;5.99;0.00
0.00;3600.00;wizard_example;0;0.19;2;3;4.73;164560139#5;0;0;0.19;5;0.10;0.21;6.04;28.72;6.99;0.50;13.60;5.32;0.00
0.00;3600.00;wizard_example;1;0.18;1;6;6.93;164560139#6;0;0;0.18;6;0.09;0.20;7.76;53.47;10.16;0.73;10.08;6.85;0.00
0.00;3600.00;wizard_example;0;0.12;2;3;4.92;164560140#0;0;0;0.12;5;0.06;0.13;11.57;56.91;11.13;0.80;13.43;11.05;0.00
0.00;3600.00;wizard_example;1;0.11;2;3;4.91;164560140#1;0;0;0.11;4;0.06;0.12;9.32;45.35;12.13;0.87;8.25;8.96;0.00
0.00;3600.00;wizard_example;0;0.26;2;6;7.81;164560140#2;0;0;0.26;8;0.14;0.30;7.26;56.79;7.96;0.57;22.73;6.39;1.00
0.00;3600.00;wizard_example;0;0.29;0;13;13.00;164560141#1;0;0;0.29;13;0.14;0.30;8.49;110.41;12.54;0.90;10.77;8.12;0.00
0.00;3600.00;wizard_example;0;0.37;1;14;14.66;164560141#3;0;0;0.37;14;0.18;0.39;6.66;97.33;11.10;0.80;19.65;6.19;8.00
0.00;3600.00;wizard_example;1;4.39;2;15;16.00;164560141#4;0;0;4.39;13;2.22;4.51;34.14;534.72;1.11;0.08;488.84;32.52;420.00
0.00;3600.00;wizard_example;0;0.14;2;0;1.97;164560701;0;0;0.14;1;0.07;0.14;101.78;199.58;3.84;0.28;134.18;100.36;119.00
0.00;3600.00;wizard_example;0;0.46;0;28;28.00;170209978#1;0;0;0.46;28;0.23;0.48;42.75;1196.91;16.45;0.74;279.83;41.68;85.00
0.00;3600.00;wizard_example;0;0.31;1;10;10.65;170210810#0;0;0;0.31;11;0.16;0.43;2.10;22.56;9.38;0.68;5.55;1.52;0.00
0.00;3600.00;wizard_example;0;;0;0;;170210810#1;0;0;;0;;;;0.00;;;;;
0.00;3600.00;wizard_example;0;0.03;1;0;0.96;170210810#2;0;0;0.03;1;0.01;0.03;13.59;13.02;8.95;0.64;5.27;12.68;0.00
0.00;3600.00;wizard_example;0;0.32;1;8;8.78;170210810#3;0;0;0.32;9;0.18;0.43;4.00;35.30;7.00;0.50;11.68;3.05;0.00
0.00;3600.00;wizard_example;1;0.19;1;6;6.95;170210810#4;0;0;0.19;6;0.10;0.21;10.50;72.96;9.65;0.69;17.84;9.69;0.00
0.00;3600.00;wizard_example;2;0.05;0;2;2.00;170210810#5;0;0;0.05;0;0.02;0.05;4.75;9.14;11.76;0.85;0.58;4.33;0.00
0.00;3600.00;wizard_example;0;0.06;2;0;1.86;170210811#0;0;0;0.06;2;0.03;0.07;10.38;19.44;7.75;0.56;8.63;9.45;0.00
0.00;3600.00;wizard_example;0;0.14;3;1;3.75;170210811#1;0;0;0.14;4;0.08;0.16;9.79;36.95;6.87;0.49;15.71;8.27;0.00
0.00;3600.00;wizard_example;1;0.02;0;1;1.00;170210811#2;0;0;0.02;0;0.01;0.02;14.65;14.36;13.84;1.00;1.39;14.29;0.00
0.00;3600.00;wizard_example;0;0.14;6;0;5.52;170210812;0;0;0.14;6;0.08;0.16;6.85;38.09;10.11;0.73;4.22;5.91;0.00
0.00;3600.00;wizard_example;3;0.08;0;3;3.00;170210813;0;0;0.08;0;0.04;0.08;5.32;15.51;10.97;0.79;2.90;4.91;0.00
0.00;3600.00;wizard_example;1;0.02;0;1;1.00;170210814;0;0;0.02;0;0.01;0.02;28.89;28.89;11.34;0.82;1.43;28.44;0.00
0.00;3600.00;wizard_example;0;;0;0;;170210816;0;0;;0;;;;0.00;;;;;
0.00;3600.00;wizard_example;0;10.37;1;32;29.23;170210817;0;0;10.37;25;5.19;10.50;76.59;2213.01;0.83;0.04;2118.78;74.82;1746.00
0.00;3600.00;wizard_example;0;0.24;1;9;9.97;170210818#0;0;0;0.24;10;0.12;0.25;16.88;168.39;11.49;0.83;20.85;16.06;0.00
0.00;3600.00;wizard_example;0;0.30;2;8;9.42;170210818#1;0;0;0.30;10;0.16;0.39;2.57;24.50;8.77;0.63;7.99;2.01;0.00
0.00;3600.00;wizard_example;0;0.05;0;2;2.00;170210819#0;0;0;0.05;2;0.02;0.05;6.60;13.19;11.19;0.81;3.47;6.04;0.00
0.00;3600.00;wizard_example;0;0.03;0;1;1.00;170210819#1;0;0;0.03;1;0.02;0.05;9.38;9.38;5.87;0.42;5.79;6.25;0.00
0.00;3600.00;wizard_example;0;1.41;0;93;92.00;170212181#0;0;0;1.41;92;0.70;1.44;14.04;1291.35;18.05;0.65;424.89;13.69;0.00
0.00;3600.00;wizard_example;0;1.54;0;139;139.00;170212181#10;0;0;1.54;139;0.77;1.58;15.31;2127.80;24.70;0.89;220.27;14.89;16.00
0.00;3600.00;wizard_example;0;1.77;3;142;143.96;170212181#11;0;0;1.77;144;0.93;1.97;5.57;801.63;21.18;0.76;188.34;4.99;55.00
0.00;3600.00;wizard_example;0;1.53;0;145;143.83;170212181#12;0;0;1.53;143;0.76;1.54;15.60;2243.83;26.19;0.94;127.39;15.41;0.00
0.00;3600.00;wizard_example;0;1.74;2;147;148.89;170212181#13;0;0;1.74;149;0.90;1.92;4.46;663.43;22.69;0.82;112.33;4.04;22.00
0.00;3600.00;wizard_example;0;1.88;2;142;143.83;170212181#14;0;0;1.88;143;1.03;2.21;5.20;747.02;19.04;0.69;233.33;4.42;128.00
0.00;3600.00;wizard_example;0;3.63;2;174;175.66;170212181#15;0;0;3.63;176;1.89;4.48;2.77;485.85;12.71;0.46;199.75;2.24;0.00
0.00;3600.00;wizard_example;0;1.07;1;98;98.10;170212181#16;0;0;1.07;98;0.53;1.08;29.86;2929.43;25.45;0.92;253.59;29.57;3.00
0.00;3600.00;wizard_example;2;1.89;3;116;118.91;170212181#2;0;0;1.89;117;0.94;1.96;10.66;1267.17;17.34;0.62;436.94;10.27;96.00
0.00;3600.00;wizard_example;1;1.31;1;99;99.70;170212181#20;0;0;1.31;99;0.65;1.68;1.04;103.76;21.32;0.77;22.09;0.81;0.00
0.00;3600.00;wizard_example;0;1.02;1;95;94.29;170212181#21;0;0;1.02;93;0.51;1.04;8.80;829.57;25.65;0.92;60.76;8.59;0.00
0.00;3600.00;wizard_example;0;1.08;3;95;97.94;170212181#22;0;0;1.08;98;0.54;1.10;10.79;1056.40;25.22;0.91;92.66;10.56;0.00
0.00;3600.00;wizard_example;0;1.22;2;97;98.87;170212181#23;0;0;1.22;99;0.63;1.41;4.00;395.80;20.69;0.74;90.57;3.46;14.00
0.00;3600.00;wizard_example;0;1.10;1;94;94.96;170212181#24;0;0;1.10;95;0.55;1.15;6.20;588.89;23.67;0.85;82.61;5.94;0.00
0.00;3600.00;wizard_example;0;1.15;2;96;97.92;170212181#25;0;0;1.15;98;0.58;1.20;5.92;579.73;23.51;0.85;88.38;5.67;1.00
0.00;3600.00;wizard_example;0;1.17;2;94;95.35;170212181#26;0;0;1.17;96;0.62;1.64;0.98;93.29;21.26;0.77;19.09;0.70;0.00
0.00;3600.00;wizard_example;1;1.26;2;96;96.00;170212181#28;0;0;1.26;97;0.79;40.85;0.30;29.41;17.15;0.62;9.04;0.01;3.00
0.00;3600.00;wizard_example;1;1.26;1;97;97.66;170212181#29;0;0;1.26;97;0.70;1.85;1.02;99.69;19.55;0.70;27.22;0.70;4.00
0.00;3600.00;wizard_example;0;1.30;1;109;109.98;170212181#3;0;0;1.30;110;0.65;1.32;13.39;1473.00;23.47;0.84;209.90;13.19;0.00
0.00;3600.00;wizard_example;0;1.10;1;94;94.58;170212181#30;0;0;1.10;95;0.56;1.58;0.73;69.56;23.47;0.84;9.27;0.51;0.00
0.00;3600.00;wizard_example;1;1.16;2;96;97.80;170212181#31;0;0;1.16;97;0.58;1.29;2.37;231.76;23.24;0.84;36.89;2.14;0.00
0.00;3600.00;wizard_example;0;1.33;1;100;100.00;170212181#32;0;0;1.33;101;0.70;36.41;0.26;26.22;20.03;0.72;6.82;0.01;0.00
0.00;3600.00;wizard_example;0;1.25;0;100;100.00;170212181#33;0;0;1.25;100;0.63;1.49;1.50;149.76;21.97;0.79;31.21;1.25;0.00
0.00;3600.00;wizard_example;0;3.05;5;104;108.12;170212181#34;0;0;3.05;109;1.97;4.60;4.43;479.39;7.66;0.28;312.46;2.93;204.00
0.00;3600.00;wizard_example;0;1.43;4;104;107.93;170212181#35;0;0;1.43;107;0.74;1.54;21.96;2369.74;19.68;0.71;626.07;20.36;114.00
0.00;3600.00;wizard_example;0;2.85;1;104;104.84;170212181#37;0;0;2.85;105;1.43;3.36;3.76;394.40;10.00;0.36;250.74;3.20;17.00
0.00;3600.00;wizard_example;0;44.01;1;104;104.69;170212181#38;0;0;44.01;101;22.03;44.16;266.58;27881.32;0.68;0.02;27140.90;265.42;24628.00
0.00;3600.00;wizard_example;0;106.63;0;101;95.49;170212181#39;0;0;106.63;89;53.32;106.95;364.52;34683.97;0.26;0.01;34311.54;362.12;31333.41
0.00;3600.00;wizard_example;0;1.21;2;108;109.92;170212181#4;0;0;1.21;110;0.66;1.43;6.11;671.52;22.16;0.80;124.73;5.16;74.00
0.00;3600.00;wizard_example;1;1.36;1;123;122.74;170212181#5;0;0;1.36;120;0.68;1.38;23.05;2828.22;24.88;0.90;253.53;22.74;0.00
0.00;3600.00;wizard_example;0;1.45;2;122;123.97;170212181#6;0;0;1.45;124;0.72;1.47;13.35;1654.85;23.73;0.85;228.14;13.14;0.00
0.00;3600.00;wizard_example;0;1.47;3;125;127.81;170212181#7;0;0;1.47;128;0.76;1.62;3.74;478.40;23.28;0.84;68.70;3.39;13.00
0.00;3600.00;wizard_example;0;3.17;0;132;132.00;170212181#8;0;0;3.17;132;1.69;3.94;14.83;1957.73;9.64;0.35;1206.25;11.93;712.00
0.00;3600.00;wizard_example;0;2.12;1;137;137.18;170212181#9;0;0;2.12;137;1.09;2.29;8.76;1202.15;17.20;0.62;454.35;8.11;58.00
0.00;3600.00;wizard_example;1;0.53;2;45;45.49;170212182#0;0;0;0.53;44;0.26;0.53;31.19;1418.82;23.94;0.86;182.86;30.99;0.00
0.00;3600.00;wizard_example;1;0.58;3;49;51.99;170212182#1;0;0;0.58;51;0.29;0.58;60.11;3124.86;25.02;0.90;285.50;59.72;5.00
0.00;3600.00;wizard_example;1;0.07;1;2;2.99;170212184;0;0;0.07;2;0.03;0.07;38.41;114.81;12.27;0.88;9.63;37.92;0.00
0.00;3600.00;wizard_example;1;3.66;1;182;182.89;170212185#0;0;0;3.66;182;1.79;4.00;3.60;658.88;14.10;0.63;229.93;3.30;0.00
0.00;3600.00;wizard_example;0;3.30;1;217;217.94;170212185#1;0;0;3.30;218;1.63;3.49;4.66;1014.61;18.44;0.83;157.92;4.41;0.00
0.00;3600.00;wizard_example;0;3.92;2;280;281.54;170212185#10;0;0;3.92;281;1.96;3.98;19.81;5576.75;19.92;0.90;496.46;19.55;0.00
0.00;3600.00;wizard_example;1;6.72;4;314;316.31;170212185#11;0;0;6.72;314;3.39;7.02;55.80;17648.31;12.61;0.57;7363.86;53.43;3596.00
0.00;3600.00;wizard_example;1;5.95;2;358;358.41;170212185#12;0;0;5.95;356;2.98;6.11;35.38;12681.60;16.44;0.74;3168.95;34.48;930.00
0.00;3600.00;wizard_example;1;3.08;2;221;222.65;170212185#2;0;0;3.08;222;1.54;3.61;1.69;376.97;20.09;0.90;29.52;1.45;0.00
0.00;3600.00;wizard_example;0;3.15;2;225;226.68;170212185#3;0;0;3.15;227;1.57;3.63;1.86;421.24;20.06;0.90;34.77;1.61;0.00
0.00;3600.00;wizard_example;1;5.23;2;294;295.63;170212185#5;0;0;5.23;295;2.56;6.10;2.03;599.91;15.93;0.72;160.92;1.74;0.00
0.00;3600.00;wizard_example;1;4.31;2;297;298.81;170212185#6;0;0;4.31;298;2.15;4.70;3.06;913.72;19.29;0.87;107.70;2.81;0.00
0.00;3600.00;wizard_example;0;4.64;4;308;310.20;170212185#8;0;0;4.64;312;2.34;6.69;0.88;272.68;18.61;0.84;37.99;0.61;0.00
0.00;3600.00;wizard_example;0;4.43;1;314;314.02;170212185#9;0;0;4.43;312;2.22;4.51;48.85;15339.25;19.42;0.87;1674.73;47.90;422.00
0.00;3600.00;wizard_example;0;5.75;2;490;488.87;170212426#0;0;0;5.75;482;2.87;5.78;52.96;25891.66;23.58;0.85;3653.30;52.68;0.00
0.00;3600.00;wizard_example;0;7.03;2;593;589.69;170212426#1;0;0;7.03;584;3.51;7.08;41.43;24431.41;23.25;0.84;3639.59;41.10;0.00
0.00;3600.00;wizard_example;0;22.34;0;1017;1011.62;170212426#10;0;0;22.34;1010;11.15;22.84;12.17;12308.60;12.71;0.46;6642.18;11.90;3270.00
0.00;3600.00;wizard_example;1;24.65;0;1076;1071.48;170212426#11;0;0;24.65;1072;12.30;25.61;7.08;7579.95;12.33;0.44;4202.10;6.81;2288.00
0.00;3600.00;wizard_example;0;27.30;6;1075;1063.87;170212426#12;0;0;27.30;1041;13.70;27.80;43.76;46540.03;10.74;0.39;28367.89;42.96;15018.00
0.00;3600.00;wizard_example;1;14.07;2;964;937.32;170212426#13;0;0;14.07;908;7.03;14.24;22.98;21530.38;18.50;0.67;7106.28;22.70;2934.00
0.00;3600.00;wizard_example;0;22.69;1;946;906.22;170212426#14;0;0;22.69;860;11.36;22.86;63.97;57946.49;11.08;0.40;34638.38;63.46;18361.00
0.00;3600.00;wizard_example;0;39.39;0;851;848.91;170212426#15;0;0;39.39;846;19.82;43.14;7.01;5945.64;6.18;0.22;4340.19;6.39;1625.00
0.00;3600.00;wizard_example;0;22.28;0;601;593.03;170212426#16;0;0;22.28;586;10.92;22.60;15.75;9337.52;7.60;0.27;6767.11;15.52;5219.00
0.00;3600.00;wizard_example;0;20.66;1;588;587.92;170212426#17;0;0;20.66;587;10.35;21.90;4.34;2548.47;8.61;0.31;1753.73;4.09;1450.00
0.00;3600.00;wizard_example;0;24.67;1;591;591.13;170212426#18;0;0;24.67;591;11.81;26.51;5.13;3035.22;7.17;0.26;2247.35;4.78;1768.00
0.00;3600.00;wizard_example;0;29.15;2;595;595.88;170212426#19;0;0;29.15;595;14.67;32.26;4.08;2433.36;6.35;0.23;1757.09;3.69;1280.00
0.00;3600.00;wizard_example;0;7.19;2;604;599.42;170212426#2;0;0;7.19;594;3.59;7.24;29.53;17698.57;23.15;0.83;2804.20;29.31;0.00
0.00;3600.00;wizard_example;0;16.81;1;413;413.77;170212426#21;0;0;16.81;413;8.34;17.26;13.70;5669.22;7.02;0.25;4232.29;13.35;2992.00
0.00;3600.00;wizard_example;0;40.82;1;421;421.06;170212426#22;0;0;40.82;421;20.50;41.62;39.90;16799.34;2.94;0.11;14920.42;39.13;10093.00
0.00;3600.00;wizard_example;0;55.95;0;339;339.00;170212426#23;0;0;55.95;339;28.05;56.90;54.41;18444.66;1.75;0.06;17201.47;53.50;13267.21
0.00;3600.00;wizard_example;0;66.96;0;217;217.00;170212426#24;0;0;66.96;217;33.54;67.44;151.84;32948.38;0.93;0.03;31747.40;150.76;25445.00
0.00;3600.00;wizard_example;0;7.83;1;603;598.58;170212426#3;0;0;7.83;593;3.93;7.98;18.62;11146.31;21.09;0.76;2451.06;18.25;0.00
0.00;3600.00;wizard_example;0;8.22;3;645;645.62;170212426#4;0;0;8.22;644;4.08;8.37;11.56;7464.18;21.86;0.79;1534.32;11.35;0.00
0.00;3600.00;wizard_example;0;8.12;3;667;669.80;170212426#5;0;0;8.12;670;4.05;8.64;3.59;2405.99;22.92;0.82;399.00;3.38;0.00
0.00;3600.00;wizard_example;1;8.01;1;676;673.63;170212426#6;0;0;8.01;669;4.01;8.13;16.19;10905.11;23.32;0.84;1610.87;15.95;0.00
0.00;3600.00;wizard_example;1;8.98;0;672;667.29;170212426#7;0;0;8.98;664;4.51;9.15;33.52;22365.76;20.42;0.73;5383.58;32.90;0.00
0.00;3600.00;wizard_example;0;11.87;0;781;778.90;170212426#8;0;0;11.87;776;5.86;12.12;12.56;9780.27;18.25;0.66;3278.38;12.30;2.00
0.00;3600.00;wizard_example;0;14.50;1;967;942.22;170212426#9;0;0;14.50;928;7.24;14.61;33.53;31589.77;18.06;0.65;10868.76;33.26;3909.00
0.00;3600.00;wizard_example;1;3.06;1;176;175.56;170223657#0;0;0;3.06;174;1.51;3.13;25.59;4493.12;15.76;0.71;1208.84;24.97;127.00
0.00;3600.00;wizard_example;0;2.52;4;172;174.02;170223657#2;0;0;2.52;174;1.26;2.54;44.87;7808.68;19.14;0.86;1024.10;44.57;0.00
0.00;3600.00;wizard_example;0;2.73;0;174;173.46;170223657#4;0;0;2.73;169;1.37;2.82;8.60;1490.43;17.66;0.79;295.46;8.33;78.00
