interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_flow;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapDensity;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;wizard_example;0;1.51;7;0;6.59;-1001479111;0;0;1.51;7;0.77;1.55;73.65;487.15;1.26;0.09;441.91;72.11;414.00
0.00;3600.00;wizard_example;0;1.85;2;24;25.95;-1001483388;0;0;1.85;26;0.93;1.88;57.23;1485.42;3.92;0.28;1069.08;56.35;958.00
0.00;3600.00;wizard_example;0;29.49;1;67;64.72;-1001483389;0;0;29.49;54;14.76;29.59;403.72;26042.55;0.62;0.04;24839.26;401.10;21618.00
0.00;3600.00;wizard_example;0;1.08;0;7;7.00;-1001487804;0;0;1.08;7;0.56;1.26;7.57;52.96;2.20;0.16;42.82;6.50;28.00
0.00;3600.00;wizard_example;0;0.40;7;0;6.72;-1001595481;0;0;0.40;7;0.21;0.42;29.05;195.59;4.61;0.33;125.78;27.70;103.00
0.00;3600.00;wizard_example;0;0.17;6;0;5.03;-1003939716;0;0;0.17;6;0.09;0.21;4.59;23.69;7.98;0.57;9.17;3.83;0.00
0.00;3600.00;wizard_example;0;0.21;6;1;6.03;-1003939717;0;0;0.21;7;0.11;0.26;4.71;29.02;7.72;0.56;11.60;3.88;0.00
0.00;3600.00;wizard_example;1;14.45;1;35;35.24;-1006861078#0;0;0;14.45;31;7.26;14.64;100.86;3517.48;0.71;0.05;3332.14;98.58;3117.00
0.00;3600.00;wizard_example;1;0.87;1;34;34.86;-1006861078#1;0;0;0.87;34;0.43;0.98;3.72;129.59;11.20;0.81;21.00;3.30;0.00
0.00;3600.00;wizard_example;1;0.30;2;8;9.99;-1008370364#0;0;0;0.30;9;0.15;0.30;131.64;1314.82;9.26;0.67;439.73;130.22;317.00
0.00;3600.00;wizard_example;0;0.21;6;2;7.14;-1008370364#1;0;0;0.21;8;0.11;0.25;4.49;32.54;9.02;0.65;7.18;3.82;0.00
0.00;3600.00;wizard_example;0;0.29;2;6;7.78;-1008370365#0;0;0;0.29;8;0.15;0.34;7.35;57.31;6.99;0.50;26.37;6.29;3.00
0.00;3600.00;wizard_example;0;0.16;7;0;6.79;-1008370366;0;0;0.16;7;0.08;0.17;15.47;105.22;11.52;0.83;16.71;14.67;0.00
0.00;3600.00;wizard_example;0;0.16;1;3;3.96;-1008370367#0;0;0;0.16;4;0.08;0.17;18.15;71.83;6.76;0.49;34.91;16.65;15.00
0.00;3600.00;wizard_example;0;0.17;8;0;7.72;-1008370367#1;0;0;0.17;8;0.09;0.18;12.39;95.76;12.18;0.88;6.20;11.74;0.00
0.00;3600.00;wizard_example;1;0.07;1;2;2.97;-1008370368;0;0;0.07;2;0.04;0.08;14.32;42.48;10.70;0.77;8.65;13.33;0.00
0.00;3600.00;wizard_example;0;0.22;9;0;7.79;-1008398766;0;0;0.22;9;0.12;0.27;4.62;36.67;9.30;0.67;7.42;3.92;0.00
0.00;3600.00;wizard_example;0;0.05;2;0;1.91;-1008398767;0;0;0.05;2;0.03;0.06;11.56;22.09;9.91;0.71;3.25;10.75;0.00
0.00;3600.00;wizard_example;0;0.15;8;0;7.39;-1008400071;0;0;0.15;8;0.08;0.16;5.26;39.14;13.74;0.99;1.68;4.90;0.00
0.00;3600.00;wizard_example;0;0.17;8;0;7.20;-1008400465;0;0;0.17;7;0.09;0.18;35.65;256.58;11.26;0.81;37.71;34.61;14.00
0.00;3600.00;wizard_example;1;39.77;2;685;684.19;-1041902116#0;0;0;39.77;684;20.02;57.38;4.55;3113.16;4.41;0.16;2611.90;3.15;2021.00
0.00;3600.00;wizard_example;0;36.88;1;682;677.97;-1041902116#1;0;0;36.88;674;18.48;37.81;14.17;9600.31;5.33;0.19;7612.01;13.81;6066.00
0.00;3600.00;wizard_example;0;34.53;1;688;684.78;-1041902116#2;0;0;34.53;684;17.27;35.88;7.23;4949.74;5.99;0.22;3865.57;6.96;3269.00
0.00;3600.00;wizard_example;0;35.30;0;696;690.88;-1041902116#3;0;0;35.30;689;17.19;36.27;10.57;7299.94;5.76;0.21;5763.06;10.28;4651.00
0.00;3600.00;wizard_example;0;34.41;0;654;651.19;-1041902116#4;0;0;34.41;649;17.07;35.78;9.93;6464.02;5.56;0.20;5155.15;9.55;3627.00
0.00;3600.00;wizard_example;1;44.14;2;687;683.00;-1041902116#5;0;0;44.14;677;22.19;45.25;40.30;27516.01;4.32;0.16;22983.36;39.30;14085.00
0.00;3600.00;wizard_example;0;36.21;1;673;671.97;-1041902116#6;0;0;36.21;674;18.12;36.74;31.03;20852.86;5.24;0.19;16885.06;30.58;10707.00
0.00;3600.00;wizard_example;0;32.15;0;666;664.00;-1041902116#7;0;0;32.15;666;16.10;33.23;12.55;8333.68;5.95;0.21;6532.06;12.15;4243.00
0.00;3600.00;wizard_example;0;3.76;2;8;9.79;-1041902122#0;0;0;3.76;9;1.88;3.82;70.96;689.96;0.78;0.06;646.54;69.29;590.00
0.00;3600.00;wizard_example;0;0.05;2;0;1.96;-1041902122#1;0;0;0.05;2;0.02;0.05;25.21;49.53;11.48;0.83;8.36;24.80;0.00
0.00;3600.00;wizard_example;0;0.16;2;3;4.75;-1041902123;0;0;0.16;5;0.08;0.19;5.85;27.98;7.89;0.57;10.16;4.97;0.00
0.00;3600.00;wizard_example;0;0.13;2;3;4.91;-1041902124;0;0;0.13;5;0.07;0.15;12.10;59.42;9.63;0.69;14.24;11.00;0.00
0.00;3600.00;wizard_example;0;3.70;7;0;6.44;-1041902131;0;0;3.70;7;1.86;3.74;134.86;864.55;0.51;0.04;829.19;132.66;803.00
0.00;3600.00;wizard_example;1;0.03;0;1;1.00;-1041902132;0;0;0.03;0;0.01;0.03;5.06;5.06;10.31;0.74;0.71;4.62;0.00
0.00;3600.00;wizard_example;0;85.38;1;64;51.75;-1041902134#0;0;0;85.38;58;42.66;85.56;317.44;16270.05;0.18;0.02;15995.71;313.71;15490.00
0.00;3600.00;wizard_example;0;1.32;1;0;0.94;-1041902134#1;0;0;1.32;1;0.66;1.32;482.02;430.00;0.20;0.02;419.37;456.71;412.00
0.00;3600.00;wizard_example;0;1.67;6;0;5.77;-1041910260;0;0;1.67;4;0.84;1.67;177.44;1009.67;0.97;0.07;930.00;174.08;904.00
0.00;3600.00;wizard_example;0;0.48;0;20;20.00;-1041910261#0;0;0;0.48;20;0.24;0.52;8.35;167.08;11.28;0.81;28.11;7.64;0.00
0.00;3600.00;wizard_example;3;2.16;1;95;95.02;-1041910261#1;0;0;2.16;92;1.10;2.32;10.36;984.22;11.85;0.85;141.09;9.63;3.00
0.00;3600.00;wizard_example;0;2.27;1;81;81.84;-1041910261#2;0;0;2.27;82;1.09;2.55;3.65;298.92;10.27;0.74;79.42;3.25;0.00
0.00;3600.00;wizard_example;0;0.65;2;20;21.88;-1041910262#0;0;0;0.65;22;0.34;0.71;9.74;213.09;9.03;0.65;67.57;8.83;18.00
0.00;3600.00;wizard_example;0;0.53;1;20;20.51;-1041910264;0;0;0.53;20;0.26;0.56;8.32;170.34;10.81;0.78;37.88;7.94;0.00
0.00;3600.00;wizard_example;0;;0;0;;-1041910266;0;0;;0;;;;0.00;;;;;
0.00;3600.00;wizard_example;1;0.12;2;2;3.89;-1041910268#0;0;0;0.12;3;0.06;0.13;11.86;46.24;8.52;0.61;19.75;10.86;2.00
0.00;3600.00;wizard_example;0;0.13;6;0;5.57;-1041910268#1;0;0;0.13;6;0.07;0.14;6.58;36.83;11.64;0.84;3.38;5.79;0.00
0.00;3600.00;wizard_example;0;0.05;0;1;1.00;-1041910269#0;0;0;0.05;1;0.03;0.07;8.87;8.87;4.79;0.34;5.99;6.84;2.00
0.00;3600.00;wizard_example;2;0.14;2;3;4.85;-1041910269#1;0;0;0.14;3;0.08;0.17;8.56;41.49;8.74;0.63;12.98;7.49;0.00
0.00;3600.00;wizard_example;1;19.74;0;42;41.19;-1041910270;0;0;19.74;36;9.88;19.86;163.88;6707.59;0.60;0.04;6396.58;161.79;5917.00
0.00;3600.00;wizard_example;1;0.14;1;7;7.97;-1041910285#0;0;0;0.14;7;0.07;0.15;9.95;79.02;15.69;0.71;21.62;9.26;0.00
0.00;3600.00;wizard_example;0;0.30;2;5;6.14;-1041910285#1;0;0;0.30;7;0.47;1.26;8.39;53.66;2.00;0.09;47.29;2.08;34.00
0.00;3600.00;wizard_example;0;0.20;1;4;4.00;-1041910285#2;0;0;0.20;5;0.13;6.93;1.01;4.99;5.17;0.23;3.78;0.04;0.00
0.00;3600.00;wizard_example;0;3.16;3;20;22.63;-1041930111#0;0;0;3.16;23;1.61;3.34;21.79;493.96;2.11;0.15;409.72;20.61;343.00
0.00;3600.00;wizard_example;0;0.24;2;8;9.92;-1041930111#1;0;0;0.24;10;0.12;0.25;11.19;111.02;11.51;0.83;17.80;10.81;0.00
0.00;3600.00;wizard_example;0;0.11;0;3;3.00;-1041930111#2;0;0;0.11;3;0.05;0.13;3.80;11.40;7.58;0.55;4.56;3.05;0.00
0.00;3600.00;wizard_example;0;0.23;10;0;9.50;-1041930112;0;0;0.23;10;0.12;0.25;9.83;93.67;10.91;0.79;12.44;9.10;0.00
0.00;3600.00;wizard_example;0;2.05;0;175;175.00;-1041930114#1;0;0;2.05;175;1.03;2.24;3.11;544.79;23.34;0.84;74.07;2.85;3.00
0.00;3600.00;wizard_example;1;0.15;3;2;4.82;-1041930116#0;0;0;0.15;4;0.08;0.17;10.50;50.12;8.46;0.61;13.93;9.62;0.00
0.00;3600.00;wizard_example;0;0.12;0;5;5.00;-1041930117;0;0;0.12;5;0.06;0.13;11.46;57.28;11.19;0.81;7.99;10.73;0.00
0.00;3600.00;wizard_example;0;0.20;8;0;7.44;-1041930119;0;0;0.20;8;0.11;0.23;8.00;59.84;9.80;0.71;13.03;7.00;2.00
0.00;3600.00;wizard_example;0;0.11;5;0;4.90;-1041930121;0;0;0.11;5;0.05;0.11;20.64;101.14;12.49;0.90;9.38;19.88;0.00
0.00;3600.00;wizard_example;0;0.26;0;10;10.00;-1041987264;0;0;0.26;10;0.13;0.28;9.66;96.64;10.49;0.76;22.02;8.93;0.00
0.00;3600.00;wizard_example;0;0.24;9;0;7.34;-1041987265;0;0;0.24;9;0.13;0.30;3.91;29.65;8.34;0.60;7.69;3.20;0.00
0.00;3600.00;wizard_example;1;0.14;2;4;5.90;-1041987266#0;0;0;0.14;5;0.07;0.15;8.99;53.05;11.45;0.82;8.38;8.60;0.00
0.00;3600.00;wizard_example;0;0.03;0;1;1.00;-1041987266#1;0;0;0.03;1;0.01;0.03;8.40;8.40;10.64;0.77;1.75;7.73;0.00
0.00;3600.00;wizard_example;0;23.13;4;99;101.30;-1041987267#0;0;0;23.13;94;11.59;23.29;142.37;14385.00;1.24;0.09;13113.34;141.05;12480.00
0.00;3600.00;wizard_example;1;2.25;1;95;95.94;-1041987267#1;0;0;2.25;95;1.10;2.38;7.16;686.74;11.91;0.86;106.34;6.78;0.00
0.00;3600.00;wizard_example;0;4.70;0;173;173.00;-1041987268#0;0;0;4.70;173;2.36;5.46;4.28;741.03;9.97;0.72;184.89;3.69;4.00
0.00;3600.00;wizard_example;0;4.98;1;122;122.00;-1041987268#1;0;0;4.98;121;2.60;5.87;5.13;624.93;6.74;0.49;325.51;4.34;83.00
0.00;3600.00;wizard_example;0;2.49;2;115;116.74;-1041987268#2;0;0;2.49;117;1.24;2.81;3.34;390.46;13.06;0.94;29.44;2.96;0.00
0.00;3600.00;wizard_example;0;1.19;0;55;55.00;-1041987271#0;0;0;1.19;55;0.60;1.22;21.52;1183.75;12.72;0.92;100.44;20.94;0.00
0.00;3600.00;wizard_example;1;0.64;4;23;26.82;-1041987271#1;0;0;0.64;26;0.32;0.67;10.14;271.62;11.55;0.83;43.02;9.63;0.00
0.00;3600.00;wizard_example;0;0.78;2;17;18.25;-1041987272#0;0;0;0.78;19;0.42;1.09;2.88;53.06;6.45;0.46;19.62;2.08;0.00
0.00;3600.00;wizard_example;1;0.37;1;17;17.11;-1041987273#0;0;0;0.37;16;0.18;0.38;15.47;264.66;12.80;0.92;19.08;15.07;0.00
0.00;3600.00;wizard_example;0;1.74;2;72;73.88;-1041987273#1;0;0;1.74;74;0.88;1.90;8.19;604.99;11.41;0.82;72.06;7.47;0.00
0.00;3600.00;wizard_example;0;0.21;8;1;7.30;-1041987273#2;0;0;0.21;9;0.12;0.29;3.32;25.21;8.74;0.63;7.55;2.52;0.00
0.00;3600.00;wizard_example;0;0.16;7;0;6.79;-1041987274;0;0;0.16;7;0.08;0.17;15.91;108.16;11.24;0.81;17.82;14.85;1.00
0.00;3600.00;wizard_example;0;19.14;2;65;64.91;-1041989454#0;0;0;19.14;66;11.15;29.02;15.15;983.98;0.95;0.07;867.73;10.00;782.00
0.00;3600.00;wizard_example;0;9.12;0;63;62.07;-1041989454#1;0;0;9.12;59;4.55;9.27;29.22;1803.57;2.02;0.15;1542.29;28.59;1436.00
0.00;3600.00;wizard_example;0;31.94;1;154;146.62;-1041989455#0;0;0;31.94;137;16.02;32.26;109.37;15994.45;1.31;0.09;14387.61;108.03;12916.00
0.00;3600.00;wizard_example;1;4.31;1;159;159.85;-1041989455#1;0;0;4.31;158;2.14;4.76;4.33;692.24;10.48;0.75;164.93;3.93;80.00
0.00;3600.00;wizard_example;0;3.77;2;147;148.70;-1041989455#2;0;0;3.77;149;1.94;4.64;3.78;562.76;10.23;0.74;132.86;3.08;36.00
0.00;3600.00;wizard_example;0;3.21;0;141;141.00;-1041989455#3;0;0;3.21;141;1.59;3.90;2.28;321.26;12.25;0.88;37.10;1.88;0.00
0.00;3600.00;wizard_example;0;8.31;2;132;133.53;-1041989455#4;0;0;8.31;134;5.07;12.24;7.12;951.72;3.73;0.27;694.25;4.84;642.00
0.00;3600.00;wizard_example;0;1.15;9;0;8.72;-1041989455#5;0;0;1.15;9;0.58;1.16;79.26;689.49;2.14;0.15;583.15;78.00;548.00
0.00;3600.00;wizard_example;0;4.47;2;51;52.67;-1041989456#0;0;0;4.47;51;2.29;4.76;17.93;940.33;3.34;0.24;694.19;16.77;492.00
0.00;3600.00;wizard_example;0;1.07;2;48;49.93;-1041989456#1;0;0;1.07;50;0.53;1.11;11.11;554.55;12.93;0.93;42.67;10.66;0.00
0.00;3600.00;wizard_example;0;1.01;0;46;46.00;-1041989456#2;0;0;1.01;46;0.50;1.18;2.69;123.62;12.72;0.92;11.29;2.31;0.00
0.00;3600.00;wizard_example;1;0.27;3;8;10.88;-1041989457;0;0;0.27;10;0.14;0.29;11.79;128.28;10.84;0.78;27.65;10.93;0.00
0.00;3600.00;wizard_example;0;9.79;0;63;61.68;-1041989459#0;0;0;9.79;55;4.92;9.92;96.18;5910.37;1.77;0.13;5151.44;94.52;4723.00
0.00;3600.00;wizard_example;0;0.22;10;0;9.69;-1041989459#2;0;0;0.22;10;0.11;0.23;14.53;140.94;11.83;0.85;21.94;13.63;1.00
0.00;3600.00;wizard_example;0;0.89;0;43;42.25;-1041989460#0;0;0;0.89;42;0.44;0.91;18.16;766.93;13.19;0.95;46.85;17.78;0.00
0.00;3600.00;wizard_example;0;0.91;5;27;30.69;-1041989460#1;0;0;0.91;32;0.47;1.15;2.60;80.40;9.41;0.68;21.86;2.07;0.00
0.00;3600.00;wizard_example;0;0.40;0;16;16.00;-1041989460#2;0;0;0.40;16;0.20;0.46;4.15;66.38;10.91;0.79;10.60;3.66;0.00
0.00;3600.00;wizard_example;0;0.26;4;6;9.89;-1041989460#3;0;0;0.26;10;0.13;0.26;17.94;177.44;10.67;0.77;29.23;17.38;0.00
0.00;3600.00;wizard_example;0;0.56;2;23;24.97;-1041989463;0;0;0.56;25;0.28;0.58;25.58;638.65;12.25;0.88;69.15;24.81;0.00
0.00;3600.00;wizard_example;0;0.81;2;33;34.94;-1041989464#0;0;0;0.81;35;0.41;0.86;14.43;504.19;11.64;0.84;82.80;13.62;2.00
0.00;3600.00;wizard_example;2;0.74;1;26;26.88;-1041989465#0;0;0;0.74;25;0.38;0.86;4.84;130.01;9.74;0.70;39.35;4.20;0.00
0.00;3600.00;wizard_example;0;0.08;3;0;2.57;-1041989465#1;0;0;0.08;3;0.04;0.09;4.60;12.04;8.76;0.63;3.74;3.86;0.00
0.00;3600.00;wizard_example;0;0.22;10;0;9.70;-1041989466;0;0;0.22;10;0.11;0.23;14.48;140.56;11.97;0.86;16.49;13.67;0.00
0.00;3600.00;wizard_example;0;0.05;2;0;1.96;-1041990390;0;0;0.05;2;0.02;0.05;23.75;46.57;11.07;0.80;8.18;23.17;0.00
0.00;3600.00;wizard_example;0;2.98;0;100;100.00;-1041990391#0;0;0;2.98;100;1.55;3.53;5.52;552.23;8.78;0.63;154.86;4.67;0.00
0.00;3600.00;wizard_example;0;1.02;2;46;47.90;-1041990391#1;0;0;1.02;48;0.51;1.08;8.44;404.15;12.95;0.93;29.07;8.02;0.00
0.00;3600.00;wizard_example;0;0.50;1;15;15.95;-1041990391#2;0;0;0.50;16;0.25;0.54;11.45;182.60;8.59;0.62;66.59;10.64;25.00
0.00;3600.00;wizard_example;0;0.48;10;0;8.85;-1041990391#3;0;0;0.48;10;0.26;0.56;10.00;89.65;4.92;0.35;55.18;8.62;27.00
0.00;3600.00;wizard_example;0;3.20;4;138;140.71;-1041990392;0;0;3.20;140;1.59;3.30;13.99;1968.13;12.18;0.88;237.58;13.54;0.00
0.00;3600.00;wizard_example;0;4.75;0;138;138.00;-1041990393#0;0;0;4.75;138;2.51;5.99;3.59;495.07;7.79;0.56;165.81;2.85;4.00
0.00;3600.00;wizard_example;0;4.04;0;137;137.00;-1041990393#1;0;0;4.04;137;1.91;4.40;4.78;654.94;9.69;0.70;200.91;4.39;0.00
0.00;3600.00;wizard_example;0;0.18;2;6;7.86;-1041990393#2;0;0;0.18;8;0.09;0.19;6.54;51.48;12.03;0.87;8.49;6.12;0.00
0.00;3600.00;wizard_example;1;2.68;2;100;101.88;-1041990393#3;0;0;2.68;101;1.39;3.09;9.49;966.72;9.68;0.70;261.85;8.22;28.00
0.00;3600.00;wizard_example;0;13.99;1;181;181.69;-1041990399;0;0;13.99;181;7.12;15.65;8.74;1587.41;3.79;0.27;1064.69;7.81;535.00
0.00;3600.00;wizard_example;0;1.45;0;60;60.00;-1041990400;0;0;1.45;60;0.73;1.58;9.34;560.63;11.09;0.80;83.08;8.59;0.00
0.00;3600.00;wizard_example;1;3.86;1;105;105.70;-1041990401#0;0;0;3.86;102;1.95;4.10;12.84;1355.40;7.53;0.54;609.32;12.08;318.00
0.00;3600.00;wizard_example;0;0.18;8;0;7.39;-1041990401#1;0;0;0.18;8;0.09;0.20;6.49;48.26;11.07;0.80;5.64;5.72;0.00
0.00;3600.00;wizard_example;0;;0;0;;-1041990403;0;0;;0;;;;0.00;;;;;
0.00;3600.00;wizard_example;1;2.13;0;92;92.00;-1041990404#0;0;0;2.13;91;1.09;2.58;3.07;282.51;11.50;0.83;29.19;2.53;0.00
0.00;3600.00;wizard_example;0;2.74;1;89;89.87;-1041990404#2;0;0;2.74;90;1.40;3.16;5.00;449.38;8.89;0.64;162.45;4.33;0.00
0.00;3600.00;wizard_example;0;0.12;1;4;4.93;-1041990405;0;0;0.12;5;0.06;0.13;7.40;36.56;11.14;0.80;5.87;6.89;0.00
0.00;3600.00;wizard_example;0;0.12;6;0;5.54;-1041990406;0;0;0.12;6;0.07;0.14;5.92;33.02;12.09;0.87;2.63;5.36;0.00
0.00;3600.00;wizard_example;0;8.28;2;291;292.86;-1041999185;0;0;8.28;293;4.20;9.26;8.09;2368.19;9.40;0.68;705.60;7.23;18.00
0.00;3600.00;wizard_example;0;4.31;2;182;183.98;-1041999186#0;0;0;4.31;184;2.16;4.37;49.66;9136.20;11.79;0.85;1252.90;48.96;0.00
0.00;3600.00;wizard_example;0;4.05;3;174;176.93;-1041999186#1;0;0;4.05;177;2.02;4.14;19.36;3424.67;12.13;0.87;401.47;18.94;0.00
0.00;3600.00;wizard_example;1;3.82;2;166;167.91;-1041999186#2;0;0;3.82;166;1.91;3.91;17.91;3007.29;12.21;0.88;334.34;17.50;0.00
0.00;3600.00;wizard_example;0;3.74;4;170;167.40;-1041999186#3;0;0;3.74;160;1.87;3.76;74.87;12530.43;12.43;0.89;1188.99;74.46;0.00
0.00;3600.00;wizard_example;0;4.08;0;141;139.23;-1041999186#4;0;0;4.08;138;2.09;4.28;30.19;4202.81;9.20;0.66;1362.22;28.78;894.00
0.00;3600.00;wizard_example;0;0.12;5;0;4.97;-1041999187;0;0;0.12;5;0.06;0.12;84.40;419.81;11.74;0.84;49.18;83.65;25.00
0.00;3600.00;wizard_example;0;6.90;1;294;294.97;-1041999188;0;0;6.90;295;3.48;7.27;14.48;4271.87;11.61;0.84;551.71;13.73;0.00
0.00;3600.00;wizard_example;0;8.82;0;392;385.95;-1041999190;0;0;8.82;382;4.39;8.92;36.22;13978.40;12.16;0.88;1603.38;35.81;0.00
0.00;3600.00;wizard_example;0;24.12;4;93;96.38;-1041999195#0;0;0;24.12;94;12.12;24.40;132.49;12758.76;1.13;0.08;11677.59;130.86;9770.00
0.00;3600.00;wizard_example;0;1.98;1;90;90.96;-1041999195#1;0;0;1.98;91;0.99;2.06;11.23;1021.38;12.73;0.92;80.06;10.83;0.00
0.00;3600.00;wizard_example;0;0.27;2;10;11.93;-1041999195#3;0;0;0.27;12;0.13;0.28;13.09;156.21;12.31;0.89;24.72;12.70;0.00
0.00;3600.00;wizard_example;0;1.83;1;72;72.16;-1041999196#0;0;0;1.83;71;0.91;1.92;15.62;1126.43;10.77;0.78;223.82;14.90;6.00
0.00;3600.00;wizard_example;0;0.74;1;33;33.98;-1041999196#1;0;0;0.74;34;0.37;0.76;19.30;655.66;12.71;0.92;45.32;18.88;0.00
0.00;3600.00;wizard_example;0;0.48;0;22;22.00;-1041999196#2;0;0;0.48;22;0.24;0.51;5.43;119.44;12.79;0.92;8.46;5.05;0.00
0.00;3600.00;wizard_example;0;0.18;9;1;6.51;-1041999196#4;0;0;0.18;10;0.10;0.27;1.72;12.82;10.59;0.76;2.69;1.32;0.00
0.00;3600.00;wizard_example;0;0.07;4;0;3.25;-1041999197;0;0;0.07;3;0.03;0.07;12.56;40.71;13.08;0.94;3.15;11.91;0.00
0.00;3600.00;wizard_example;0;0.26;2;9;10.96;-1041999200#0;0;0;0.26;11;0.13;0.27;21.95;240.58;11.51;0.83;34.77;21.17;0.00
0.00;3600.00;wizard_example;0;0.29;2;5;6.59;-1041999200#1;0;0;0.29;7;0.15;0.35;4.75;31.63;6.27;0.45;12.84;3.90;0.00
0.00;3600.00;wizard_example;0;0.67;8;0;7.70;-1041999206;0;0;0.67;8;0.34;0.70;44.04;339.49;3.17;0.23;258.30;42.45;228.00
0.00;3600.00;wizard_example;0;0.54;5;0;4.81;-1042032477;0;0;0.54;5;0.27;0.55;54.99;264.82;2.51;0.18;209.31;53.64;192.00
0.00;3600.00;wizard_example;0;1.38;2;60;61.95;-1042032478#0;0;0;1.38;62;0.70;1.45;16.49;1021.41;12.19;0.88;114.45;15.73;0.00
0.00;3600.00;wizard_example;0;1.43;0;67;67.00;-1042032478#1;0;0;1.43;67;0.72;1.45;30.94;2073.20;12.99;0.94;170.15;30.49;0.00
0.00;3600.00;wizard_example;0;1.81;3;79;81.95;-1042032478#2;0;0;1.81;82;0.90;1.84;25.33;2075.46;12.57;0.90;196.89;24.89;0.00
0.00;3600.00;wizard_example;0;60.15;0;61;51.92;-1042032480#0;0;0;60.15;47;30.08;60.28;409.03;21057.40;0.25;0.02;20666.14;404.68;19437.00
0.00;3600.00;wizard_example;0;51.09;1;60;58.75;-1042032480#1;0;0;51.09;58;25.55;51.32;129.20;7537.44;0.35;0.03;7345.48;127.74;7049.00
0.00;3600.00;wizard_example;1;51.19;1;64;62.82;-1042032480#2;0;0;51.19;62;25.63;51.66;70.64;4423.98;0.41;0.03;4293.37;69.78;4149.00
0.00;3600.00;wizard_example;0;11.69;3;51;53.87;-1042032480#3;0;0;11.69;53;5.85;11.76;96.10;5173.26;1.32;0.10;4673.11;95.46;4472.00
0.00;3600.00;wizard_example;0;1.22;1;14;14.90;-1042032481;0;0;1.22;13;0.61;1.25;40.50;599.40;3.42;0.25;450.25;39.36;401.00
0.00;3600.00;wizard_example;0;4.89;1;204;204.06;-1042032482#1;0;0;4.89;204;2.48;5.19;11.95;2438.94;11.33;0.82;431.74;11.25;9.00
0.00;3600.00;wizard_example;1;5.57;2;200;200.25;-1042032482#2;0;0;5.57;201;2.71;10.10;1.05;211.93;10.27;0.74;54.87;0.58;0.00
0.00;3600.00;wizard_example;0;1.92;1;85;85.92;-1042032482#3;0;0;1.92;86;0.96;2.06;5.70;489.84;12.45;0.90;46.52;5.30;0.00
0.00;3600.00;wizard_example;0;3.16;1;82;82.64;-1042032482#4;0;0;3.16;83;1.46;4.02;2.46;203.47;7.75;0.56;89.05;1.94;0.00
0.00;3600.00;wizard_example;0;3.11;0;117;116.99;-1042133603#0;0;0;3.11;116;1.54;3.24;10.75;1257.25;10.50;0.76;309.83;10.34;156.00
0.00;3600.00;wizard_example;0;0.90;1;33;33.51;-1042133603#2;0;0;0.90;34;0.44;1.10;2.41;81.00;10.55;0.76;19.31;1.97;0.00
0.00;3600.00;wizard_example;0;15.47;3;32;33.06;-1042133603#3;0;0;15.47;35;7.82;16.21;28.87;953.91;0.74;0.05;897.55;27.54;770.00
0.00;3600.00;wizard_example;0;133.33;4;41;4.53;-1042133603#4;0;0;133.33;44;21.54;133.33;29.16;1219.21;0.18;0.01;1194.01;21.18;1167.22
0.00;3600.00;wizard_example;1;22.50;3;109;109.47;-1042133604#0;0;0;22.50;102;11.31;22.81;89.47;9769.28;1.39;0.10;8758.34;88.03;7884.00
0.00;3600.00;wizard_example;0;129.40;7;2;2.00;-1042133604#1;0;0;129.40;9;2.44;133.33;12.61;110.12;0.41;0.03;105.21;46.58;93.00
0.00;3600.00;wizard_example;1;74.62;0;129;124.66;-1042133605#0;0;0;74.62;125;37.53;76.53;51.72;6408.10;0.55;0.04;6128.92;50.12;5653.00
0.00;3600.00;wizard_example;0;67.97;2;143;140.56;-1042133605#1;0;0;67.97;140;33.54;68.65;73.10;10246.53;0.64;0.05;9767.05;72.17;9033.00
0.00;3600.00;wizard_example;0;0.77;0;23;23.00;-1042133605#2;0;0;0.77;23;0.40;0.99;4.24;97.52;7.66;0.55;30.78;3.31;0.00
0.00;3600.00;wizard_example;0;0.08;4;0;3.63;-1042133605#3;0;0;0.08;4;0.04;0.09;4.92;18.03;12.27;0.88;1.30;4.27;0.00
0.00;3600.00;wizard_example;0;35.76;2;167;167.86;-1042133606#0;0;0;35.76;167;18.15;38.87;13.14;2203.76;1.58;0.11;1856.17;12.08;1505.00
0.00;3600.00;wizard_example;1;0.58;1;21;21.95;-1042133606#2;0;0;0.58;21;0.29;0.63;10.25;224.64;10.21;0.74;65.55;9.44;6.00
0.00;3600.00;wizard_example;0;21.40;1;164;157.96;-1042133607;0;0;21.40;150;10.73;21.76;56.05;8834.14;2.10;0.15;7435.18;55.01;5589.00
0.00;3600.00;wizard_example;0;0.08;1;1;1.87;-1042133608;0;0;0.08;2;0.04;0.09;7.29;13.77;6.28;0.45;6.12;6.01;0.00
0.00;3600.00;wizard_example;0;0.46;1;18;18.97;-1042133609#0;0;0;0.46;19;0.23;0.49;15.03;285.08;11.06;0.80;37.22;14.13;0.00
0.00;3600.00;wizard_example;1;0.55;2;18;19.44;-1042133609#1;0;0;0.55;19;0.28;0.69;2.34;45.55;10.00;0.72;9.23;1.86;0.00
