tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
301.00;1046908819#3_0;28.57;13.60;75.00;0.53;-1218993516_0;5.10;14.84;tripinfo_veh1534 routing_veh1534;226.00;veh1534;1;3600.83;1.07;0.00;59.24;veh_passenger;;1;7.00
302.00;1390406978_0;24.89;11.00;98.00;0.47;1041930111#2_0;5.10;0.00;tripinfo_veh2009 routing_veh2009;204.00;veh2009;1;2609.84;0.87;0.00;32.04;veh_passenger;;0;0.00
303.00;-684343621#0_0;397.88;16.28;56.00;0.03;-1052654328_0;5.10;16.99;tripinfo_veh1153 routing_veh1153;247.00;veh1153;1;5932.97;1.22;0.00;29.99;veh_passenger;;0;0.00
305.00;-156015641_0;94.04;12.67;159.00;0.88;1368745663#0_0;5.10;0.00;tripinfo_veh3257 routing_veh3257;146.00;veh3257;1;1808.87;0.95;0.00;46.73;veh_passenger;;0;0.00
306.00;1446852968_0;197.88;13.00;77.00;0.64;-132070863#12_0;5.10;0.00;tripinfo_veh1573 routing_veh1573;229.00;veh1573;1;3953.44;0.98;0.00;43.92;veh_passenger;;1;4.00
308.00;-458212665#1_0;97.06;15.16;30.00;0.19;1054370055_0;5.10;0.00;tripinfo_veh614 routing_veh614;278.00;veh614;1;4135.45;1.14;0.00;59.06;veh_passenger;;2;6.00
308.00;1382479122#0_0;52.31;16.27;58.00;0.33;-1369872528_0;5.10;10.95;tripinfo_veh1188 routing_veh1188;250.00;veh1188;1;3241.06;1.01;0.00;79.15;veh_passenger;;1;7.00
309.00;1043817984#1_0;119.28;12.19;91.00;0.12;-1046451448#2_0;5.10;0.00;tripinfo_veh1872 routing_veh1872;218.00;veh1872;1;3140.91;0.91;0.00;28.13;veh_passenger;;1;3.00
310.00;209721150#0_0;42.87;18.47;14.00;0.99;164420778#2_0;5.10;0.00;tripinfo_veh268 routing_veh268;296.00;veh268;1;5350.32;0.96;0.00;55.47;veh_passenger;;0;0.00
310.00;-1085504230#0_0;23.93;11.64;189.00;0.54;1041902158#1_1;5.10;0.00;tripinfo_veh3882 routing_veh3882;121.00;veh3882;1;1254.35;0.91;0.00;30.85;veh_passenger;;1;1.00
311.00;-467554572#0_0;122.19;12.88;11.00;0.32;-1049113084_0;5.10;13.83;tripinfo_veh220 routing_veh220;300.00;veh220;1;5547.82;1.00;0.00;40.23;veh_passenger;;0;0.00
312.00;1388151854_0;60.90;14.21;22.00;0.54;-1268339137_0;5.10;0.00;tripinfo_veh442 routing_veh442;290.00;veh442;1;5385.30;1.11;0.00;49.51;veh_passenger;;0;0.00
313.00;1050554287#1_0;0.25;11.82;54.00;0.79;1095334437_0;5.10;12.52;tripinfo_veh1096 routing_veh1096;259.00;veh1096;1;3234.94;0.90;0.00;76.70;veh_passenger;;2;21.00
313.00;27191048#4_0;40.74;22.99;230.00;0.47;1054021598#0_0;5.10;0.00;tripinfo_veh4728 routing_veh4728;83.00;veh4728;1;1483.87;1.04;0.00;17.81;veh_passenger;;0;0.00
315.00;-585729756#0_0;55.96;10.76;160.00;0.52;-1054212705_0;5.10;11.40;tripinfo_veh3285 routing_veh3285;155.00;veh3285;1;2060.96;0.82;0.00;26.59;veh_passenger;;0;0.00
316.00;-156026268#12_0;55.39;15.28;104.00;0.89;-225803543#2_0;5.10;0.00;tripinfo_veh2124 routing_veh2124;212.00;veh2124;1;3695.51;0.95;0.00;39.86;veh_passenger;;1;2.00
316.00;-156032790#7_0;31.61;21.06;139.00;0.40;-355391693_0;5.10;13.93;tripinfo_veh2855 routing_veh2855;177.00;veh2855;1;3088.26;1.00;0.00;44.65;veh_passenger;;0;0.00
317.00;1416752149_0;45.55;12.25;234.00;0.59;-1049113103_0;5.10;13.14;tripinfo_veh4808 routing_veh4808;83.00;veh4808;1;869.94;0.95;0.00;15.31;veh_passenger;;0;0.00
319.00;1046251134#0_0;42.84;16.92;52.00;1.41;1149815501_0;5.10;0.00;tripinfo_veh1042 routing_veh1042;267.00;veh1042;1;5433.34;1.22;0.00;77.43;veh_passenger;;1;7.00
321.00;1130590864_0;47.75;14.79;25.00;0.29;1043817981_0;5.10;0.00;tripinfo_veh509 routing_veh509;296.00;veh509;1;5118.10;1.12;0.00;50.81;veh_passenger;;0;0.00
323.00;1388448946_0;46.89;13.48;245.00;0.18;184751276#1_0;5.10;0.00;tripinfo_veh5043 routing_veh5043;78.00;veh5043;1;822.17;1.05;0.00;12.89;veh_passenger;;0;0.00
324.00;1372262929_0;215.12;11.70;86.00;0.56;-1071867076_0;5.10;11.96;tripinfo_veh1760 routing_veh1760;238.00;veh1760;1;3804.90;0.86;0.00;34.45;veh_passenger;;1;3.00
324.00;-1215972703_0;110.30;13.86;279.00;0.44;-1385711178_0;5.10;14.79;tripinfo_veh5738 routing_veh5738;45.00;veh5738;1;554.86;1.06;0.00;5.90;veh_passenger;;0;0.00
326.00;-1225841608#1_0;66.66;14.46;79.00;0.16;-988530928#1_0;5.10;15.09;tripinfo_veh1624 routing_veh1624;247.00;veh1624;1;5141.67;1.09;0.00;38.22;veh_passenger;;0;0.00
326.00;1317356352_0;66.58;14.95;94.00;0.65;1317499665_2;5.10;0.00;tripinfo_veh1923 routing_veh1923;232.00;veh1923;1;4834.61;1.12;0.00;49.90;veh_passenger;;0;0.00
326.00;-1084972226#0_0;22.16;11.19;109.00;2.97;26299206#3_0;5.10;0.00;tripinfo_veh2184 routing_veh2184;217.00;veh2184;1;1419.12;0.89;0.00;127.17;veh_passenger;;2;106.00
328.00;-902523993#1_0;166.16;14.76;110.00;0.87;131938203#0_0;5.10;0.00;tripinfo_veh2248 routing_veh2248;218.00;veh2248;1;3644.13;1.12;0.00;68.24;veh_passenger;;1;2.00
328.00;1042171903#7_0;334.39;14.06;126.00;0.41;199044520#7_0;5.10;0.00;tripinfo_veh2587 routing_veh2587;202.00;veh2587;1;3027.84;1.08;0.00;33.95;veh_passenger;;0;0.00
329.00;1043849437_0;81.84;15.93;139.00;0.21;172366590#18_1;5.10;0.00;tripinfo_veh2859 routing_veh2859;190.00;veh2859;1;2833.99;1.16;0.00;89.37;veh_passenger;;1;47.00
329.00;487460816#0_0;212.23;23.35;189.00;0.40;184751270#1_0;5.10;0.00;tripinfo_veh3885 routing_veh3885;140.00;veh3885;1;2597.79;1.09;0.00;39.23;veh_passenger;;0;0.00
330.00;1044435223#1_0;294.66;15.71;76.00;0.95;158367054#3_1;5.10;0.00;tripinfo_veh1546 routing_veh1546;254.00;veh1546;1;5651.68;1.20;0.00;31.27;veh_passenger;;0;0.00
330.00;-902523967#1_0;117.67;7.70;106.00;0.56;1041902170#4_0;5.10;0.00;tripinfo_veh2172 routing_veh2172;224.00;veh2172;1;3125.23;0.93;0.00;72.06;veh_passenger;;1;14.00
331.00;-1217029715_0;99.64;13.65;146.00;0.55;-317464842#6_0;5.10;0.00;tripinfo_veh2996 routing_veh2996;185.00;veh2996;1;3078.46;1.05;0.00;32.71;veh_passenger;;0;0.00
333.00;1071872408_0;58.57;14.95;15.00;0.48;83229105#7_0;0.20;0.00;tripinfo_veh299 routing_veh299;318.00;veh299;1;7543.57;1.16;0.00;41.79;veh_passenger;;0;0.00
333.00;-221615243#1_0;63.42;12.47;16.00;0.61;1369161863#0_1;5.10;0.00;tripinfo_veh317 routing_veh317;317.00;veh317;1;6727.49;0.98;0.00;44.60;veh_passenger;;0;0.00
333.00;-1218454018_0;86.35;12.97;17.00;0.64;-1226409526_0;5.10;14.20;tripinfo_veh337 routing_veh337;316.00;veh337;1;5292.18;1.02;0.00;51.86;veh_passenger;;0;0.00
334.00;1385707665_0;23.25;12.53;4.00;0.60;-585728601#0_0;5.10;0.00;tripinfo_veh70 routing_veh70;330.00;veh70;1;4570.07;1.02;0.00;108.95;veh_passenger;;3;34.00
334.00;1055299306_0;149.41;12.82;29.00;0.99;-1055311646_0;5.10;13.41;tripinfo_veh577 routing_veh577;305.00;veh577;1;5638.87;0.97;0.00;28.05;veh_passenger;;0;0.00
334.00;-1053935148_0;114.32;11.15;82.00;0.88;902534335#6_0;5.10;0.00;tripinfo_veh1671 routing_veh1671;252.00;veh1671;1;3243.38;0.85;0.00;64.79;veh_passenger;;1;13.00
334.00;-319899814#0_0;6.90;11.82;180.00;0.96;-1071865198#0_0;5.10;0.00;tripinfo_veh3688 routing_veh3688;154.00;veh3688;1;2163.98;0.93;0.00;36.76;veh_passenger;;2;13.00
335.00;1055098875_0;174.21;16.35;25.00;0.78;-1051068183#1_0;5.10;0.00;tripinfo_veh499 routing_veh499;310.00;veh499;1;7725.67;1.24;0.00;44.29;veh_passenger;;0;0.00
335.00;-1380614665_0;222.33;13.85;31.00;0.03;1383748135_0;0.20;0.00;tripinfo_veh638 routing_veh638;304.00;veh638;1;7425.63;1.05;0.00;21.77;veh_passenger;;0;0.00
337.00;1054991194#3_0;95.39;13.19;106.00;0.02;-1188024083_0;5.10;14.00;tripinfo_veh2183 routing_veh2183;231.00;veh2183;1;3829.56;1.01;0.00;23.85;veh_passenger;;0;0.00
337.00;1049852884#0_0;84.63;14.04;140.00;0.91;801453908#0_0;5.10;0.00;tripinfo_veh2865 routing_veh2865;197.00;veh2865;1;4554.11;1.09;0.00;37.25;veh_passenger;;0;0.00
338.00;1046119822#1_0;137.58;13.29;102.00;0.05;-762038776#1_0;5.10;13.62;tripinfo_veh2100 routing_veh2100;236.00;veh2100;1;3426.37;0.98;0.00;33.22;veh_passenger;;0;0.00
338.00;1044462496#1_0;19.02;10.21;133.00;0.27;220749513#5_0;5.10;0.00;tripinfo_veh2734 routing_veh2734;205.00;veh2734;1;3740.95;1.08;0.00;63.77;veh_passenger;;1;9.00
338.00;-1369503336_0;349.39;14.71;161.00;0.17;322815830#4_0;5.10;0.00;tripinfo_veh3313 routing_veh3313;177.00;veh3313;1;2798.75;1.09;0.00;38.70;veh_passenger;;0;0.00
338.00;1212722842_0;44.78;11.64;253.00;0.75;-1212711300_0;5.10;11.93;tripinfo_veh5196 routing_veh5196;85.00;veh5196;1;873.01;0.86;0.00;18.08;veh_passenger;;0;0.00
340.00;-44770393#5_0;17.12;22.45;93.00;0.57;1049873891_0;5.10;0.00;tripinfo_veh1904 routing_veh1904;247.00;veh1904;1;2956.26;0.85;0.00;70.09;veh_passenger;;1;40.00
341.00;1125566736_0;84.13;10.75;11.00;0.61;1468108932#0_0;5.10;11.56;tripinfo_veh214 routing_veh214;330.00;veh214;1;5392.01;0.83;0.00;45.12;veh_passenger;;1;4.00
341.00;-355393292#3_0;17.05;8.69;17.00;0.25;1053907525#0_0;5.10;0.00;tripinfo_veh345 routing_veh345;324.00;veh345;1;5132.59;0.94;0.00;42.64;veh_passenger;;0;0.00
341.00;1192623943#1_0;29.86;11.43;140.00;0.38;-1386084476#1_0;5.10;14.87;tripinfo_veh2876 routing_veh2876;201.00;veh2876;1;3458.49;1.07;0.00;61.87;veh_passenger;;1;18.00
342.00;1054406173#1_0;68.86;12.16;27.00;0.30;1049873899#1_0;5.10;0.00;tripinfo_veh550 routing_veh550;315.00;veh550;1;4657.77;0.97;0.00;38.11;veh_passenger;;0;0.00
342.00;1042241314#1_0;240.42;12.47;64.00;0.06;-1216697418_0;5.10;12.73;tripinfo_veh1317 routing_veh1317;278.00;veh1317;1;3036.96;0.92;0.00;38.66;veh_passenger;;0;0.00
342.00;1383686373_0;121.12;12.99;142.00;0.39;-1381084646_0;5.10;0.00;tripinfo_veh2917 routing_veh2917;200.00;veh2917;1;2888.52;1.00;0.00;28.47;veh_passenger;;0;0.00
343.00;-898458126#1_0;29.74;12.14;19.00;0.21;-184750308#4_0;5.10;0.00;tripinfo_veh387 routing_veh387;324.00;veh387;1;5664.62;0.90;0.00;80.63;veh_passenger;;2;13.00
343.00;1383716098#0_0;19.37;12.35;63.00;0.47;-1046478141_0;5.10;14.68;tripinfo_veh1288 routing_veh1288;280.00;veh1288;1;5852.21;1.06;0.00;37.97;veh_passenger;;0;0.00
343.00;1071867067_0;360.27;12.88;191.00;0.60;1371599523#0_0;5.10;13.19;tripinfo_veh3922 routing_veh3922;152.00;veh3922;1;2391.23;0.95;0.00;26.05;veh_passenger;;0;0.00
343.00;1384258715#1_0;50.58;11.32;231.00;0.06;-221615239#4_0;5.10;0.00;tripinfo_veh4757 routing_veh4757;112.00;veh4757;1;1107.59;0.88;0.00;15.35;veh_passenger;;0;0.00
344.00;446754553#6_0;76.17;15.53;237.00;0.68;-1045265903#0_0;5.10;0.00;tripinfo_veh4868 routing_veh4868;107.00;veh4868;1;1358.80;1.15;0.00;25.39;veh_passenger;;0;0.00
345.00;1071860455_0;19.30;13.99;44.00;0.60;1394926986_0;5.10;0.00;tripinfo_veh894 routing_veh894;301.00;veh894;1;3466.07;1.08;0.00;136.03;veh_passenger;;3;76.00
345.00;1206093986#1_0;101.61;12.51;242.00;0.24;-1389762729_0;5.10;13.39;tripinfo_veh4980 routing_veh4980;103.00;veh4980;1;1352.89;0.96;0.00;18.02;veh_passenger;;0;0.00
347.00;-170223657#7_0;353.47;22.36;110.00;0.14;-1042925577#3_0;5.10;0.00;tripinfo_veh2263 routing_veh2263;237.00;veh2263;1;4655.01;1.04;0.00;27.68;veh_passenger;;0;0.00
349.00;355212036#10_0;34.28;11.30;14.00;0.26;-1380683493#2_0;5.10;14.15;tripinfo_veh283 routing_veh283;335.00;veh283;1;6483.10;1.02;0.00;69.94;veh_passenger;;1;2.00
350.00;1049123378#1_0;42.25;14.57;49.00;0.65;-898458102#1_0;5.10;14.57;tripinfo_veh996 routing_veh996;301.00;veh996;1;5834.87;1.05;0.00;44.42;veh_passenger;;0;0.00
350.00;626812979#3_0;206.07;12.46;65.00;0.68;-1049878344_0;5.10;0.00;tripinfo_veh1325 routing_veh1325;285.00;veh1325;1;3354.49;0.93;0.00;29.13;veh_passenger;;0;0.00
352.00;1042241314#1_0;240.42;11.58;42.00;0.35;1189020226#4_0;5.10;0.00;tripinfo_veh858 routing_veh858;310.00;veh858;1;5443.45;0.84;0.00;44.10;veh_passenger;;0;0.00
352.00;1368302643#3_0;48.27;13.97;87.00;0.54;-1042208475_0;5.10;0.00;tripinfo_veh1781 routing_veh1781;265.00;veh1781;1;3597.96;1.08;0.00;76.99;veh_passenger;;2;10.00
352.00;1385707665_0;23.25;12.63;111.00;0.99;-27189537#0_0;5.10;0.00;tripinfo_veh2266 routing_veh2266;241.00;veh2266;1;3659.84;1.01;0.00;77.67;veh_passenger;;2;18.00
353.00;-199044516#0_0;118.67;16.99;24.00;0.41;-1152642990#3_0;5.10;17.24;tripinfo_veh486 routing_veh486;329.00;veh486;1;6295.36;1.24;0.00;85.37;veh_passenger;;1;8.00
353.00;902523992#6_0;57.45;14.39;75.00;0.24;-132060064#0_0;5.10;0.00;tripinfo_veh1540 routing_veh1540;278.00;veh1540;1;4714.48;1.09;0.00;77.98;veh_passenger;;1;18.00
353.00;1095350375#0_0;48.29;14.52;182.00;0.63;-1152642990#2_0;5.10;0.00;tripinfo_veh3736 routing_veh3736;171.00;veh3736;1;3253.98;1.05;0.00;32.62;veh_passenger;;0;0.00
355.00;-1385720044_0;80.09;14.18;102.00;2.43;1046482171#0_0;5.10;0.00;tripinfo_veh2051 routing_veh2051;253.00;veh2051;1;4987.19;1.03;0.00;45.68;veh_passenger;;1;2.00
357.00;-1219079913_0;35.42;12.52;60.00;0.00;1218993440#1_0;5.10;0.00;tripinfo_veh1236 routing_veh1236;297.00;veh1236;1;4687.64;0.98;0.00;40.55;veh_passenger;;0;0.00
357.00;355212033#4_0;73.78;11.93;113.00;0.81;1226409504#0_0;5.10;0.00;tripinfo_veh2311 routing_veh2311;244.00;veh2311;1;2908.74;0.92;0.00;95.37;veh_passenger;;1;66.00
358.00;1103143732_0;85.18;12.28;122.00;0.29;1367271680#0_0;5.10;13.55;tripinfo_veh2507 routing_veh2507;236.00;veh2507;1;4428.93;0.98;0.00;41.63;veh_passenger;;1;3.00
359.00;-1369506921#0_0;59.38;11.73;16.00;0.27;1049852854#0_0;5.10;0.00;tripinfo_veh324 routing_veh324;343.00;veh324;1;6187.02;0.94;0.00;45.56;veh_passenger;;1;1.00
359.00;355391703#1_0;96.77;12.23;101.00;0.27;1047437081#2_0;5.10;0.00;tripinfo_veh2075 routing_veh2075;258.00;veh2075;1;3873.07;0.92;0.00;61.99;veh_passenger;;2;6.00
362.00;1049852871_0;246.77;13.37;31.00;0.61;1046163761#2_0;5.10;0.00;tripinfo_veh626 routing_veh626;331.00;veh626;1;6912.80;1.05;0.00;63.09;veh_passenger;;0;0.00
362.00;26299191#2_1;32.13;29.35;208.00;0.42;-1382520943_0;5.10;14.82;tripinfo_veh4276 routing_veh4276;154.00;veh4276;1;2467.56;1.07;0.00;33.01;veh_passenger;;0;0.00
365.00;-1371599521_0;19.38;11.10;81.00;0.75;518504798_0;5.10;13.01;tripinfo_veh1653 routing_veh1653;284.00;veh1653;1;5222.02;0.94;0.00;59.59;veh_passenger;;1;8.00
366.00;-1042247810#0_0;8.63;12.42;102.00;0.15;-1216159294#0_0;5.10;0.00;tripinfo_veh2098 routing_veh2098;264.00;veh2098;1;4448.98;0.93;0.00;26.22;veh_passenger;;0;0.00
367.00;1042241326_0;90.65;13.48;102.00;0.64;-1322053978_0;5.10;13.92;tripinfo_veh2088 routing_veh2088;265.00;veh2088;1;4466.24;1.00;0.00;58.80;veh_passenger;;0;0.00
371.00;1090970143_0;65.36;15.86;3.00;0.23;1220230511_0;5.10;15.87;tripinfo_veh57 routing_veh57;368.00;veh57;1;7106.26;1.14;0.00;83.65;veh_passenger;;0;0.00
371.00;-319423453#15_0;11.56;8.61;39.00;0.89;-1218977854#0_0;5.10;0.00;tripinfo_veh785 routing_veh785;332.00;veh785;1;3575.16;0.75;0.00;66.69;veh_passenger;;2;18.00
371.00;1053935156_0;55.46;13.85;71.00;0.03;-1218441621_0;5.10;14.99;tripinfo_veh1462 routing_veh1462;300.00;veh1462;1;4983.49;1.08;0.00;88.16;veh_passenger;;1;3.00
371.00;1382520943_0;167.90;11.42;119.00;0.55;1218977699_0;5.10;12.02;tripinfo_veh2440 routing_veh2440;252.00;veh2440;1;2556.05;0.87;0.00;59.45;veh_passenger;;1;27.00
371.00;1385761624#2_0;463.64;13.08;197.00;0.68;-1385761623_0;5.10;13.44;tripinfo_veh4044 routing_veh4044;174.00;veh4044;1;2165.41;0.97;0.00;11.88;veh_passenger;;0;0.00
372.00;1379293662#4_0;57.12;11.79;214.00;0.25;-1383686384_0;5.10;11.96;tripinfo_veh4403 routing_veh4403;158.00;veh4403;1;2179.85;0.86;0.00;19.80;veh_passenger;;0;0.00
373.00;1370252441#7_0;32.80;28.14;173.00;0.32;-902926798_0;5.10;14.69;tripinfo_veh3557 routing_veh3557;200.00;veh3557;1;3251.81;1.06;0.00;31.66;veh_passenger;;1;3.00
374.00;680419911#17_0;266.87;26.58;18.00;0.33;-680419912#3_0;5.10;0.00;tripinfo_veh364 routing_veh364;356.00;veh364;1;7808.55;0.99;0.00;60.01;veh_passenger;;0;0.00
374.00;-131937266#0_0;111.74;11.86;270.00;0.32;-131937285#3_0;5.10;12.20;tripinfo_veh5555 routing_veh5555;104.00;veh5555;1;1112.46;0.88;0.00;14.31;veh_passenger;;0;0.00
376.00;1218438369_0;115.27;13.49;238.00;0.75;-1043107773#0_0;5.10;0.00;tripinfo_veh4887 routing_veh4887;138.00;veh4887;1;1787.66;1.02;0.00;24.66;veh_passenger;;0;0.00
377.00;1054406156_0;33.26;13.54;53.00;0.76;-1393446684_0;5.10;16.23;tripinfo_veh1076 routing_veh1076;324.00;veh1076;1;6452.70;1.17;0.00;109.01;veh_passenger;;3;36.00
377.00;-1092272964_0;268.68;15.71;65.00;0.53;825108510#18_0;5.10;0.00;tripinfo_veh1328 routing_veh1328;312.00;veh1328;1;6906.14;1.17;0.00;36.31;veh_passenger;;0;0.00
377.00;-380332370#5_0;574.10;23.24;281.00;0.26;1214503089_0;5.10;13.87;tripinfo_veh5783 routing_veh5783;96.00;veh5783;1;1919.32;1.11;0.00;17.28;veh_passenger;;0;0.00
378.00;-1383716088_0;147.71;14.21;53.00;0.96;-849848501#0_0;5.10;0.00;tripinfo_veh1072 routing_veh1072;325.00;veh1072;1;5801.75;1.06;0.00;66.71;veh_passenger;;0;0.00
378.00;1390622012#1_0;25.90;11.25;151.00;0.41;231770255#0_0;5.10;0.00;tripinfo_veh3102 routing_veh3102;227.00;veh3102;1;2310.44;0.84;0.00;32.31;veh_passenger;;1;1.00
379.00;1213221062_0;98.36;14.24;36.00;0.61;-1387131543_0;5.10;15.12;tripinfo_veh729 routing_veh729;343.00;veh729;1;7973.42;1.09;0.00;58.38;veh_passenger;;1;5.00
380.00;1044700253_0;242.25;14.33;21.00;0.32;-1096293585_0;5.10;14.63;tripinfo_veh426 routing_veh426;359.00;veh426;1;5431.71;1.05;0.00;75.66;veh_passenger;;0;0.00
380.00;378247888#1_0;143.47;12.16;135.00;2.18;-279806915#21_0;5.10;0.00;tripinfo_veh2736 routing_veh2736;245.00;veh2736;1;4564.83;0.97;0.00;47.32;veh_passenger;;0;0.00
382.00;902529053#8_0;85.12;27.61;26.00;0.42;1213511692_0;5.10;14.07;tripinfo_veh527 routing_veh527;356.00;veh527;1;6406.06;1.01;0.00;96.52;veh_passenger;;1;1.00
382.00;1368622931#0_0;0.20;6.68;31.00;0.76;1385707524_0;5.10;0.00;tripinfo_veh623 routing_veh623;351.00;veh623;1;6956.15;1.13;0.00;52.53;veh_passenger;;1;3.00
382.00;1369420165_0;44.56;13.76;249.00;4.42;548937816#0_0;5.10;0.00;tripinfo_veh5038 routing_veh5038;133.00;veh5038;1;919.00;1.03;0.00;78.15;veh_passenger;;1;60.00
384.00;1046292294_0;235.35;12.47;9.00;0.84;1044804351_0;5.10;0.00;tripinfo_veh168 routing_veh168;375.00;veh168;1;3495.54;0.98;0.00;129.80;veh_passenger;;2;57.00
385.00;-260127622#5_0;59.07;11.93;65.00;0.82;-466855842#0_0;5.10;0.00;tripinfo_veh1322 routing_veh1322;320.00;veh1322;1;4436.48;0.91;0.00;83.05;veh_passenger;;4;31.00
385.00;1055299296#1_0;136.09;16.87;193.00;0.03;1051068183#1_0;5.10;0.00;tripinfo_veh3975 routing_veh3975;192.00;veh3975;1;4586.96;1.24;0.00;34.15;veh_passenger;;0;0.00
385.00;1049706463_0;253.80;12.20;229.00;0.49;-1431980411_0;5.10;12.46;tripinfo_veh4707 routing_veh4707;156.00;veh4707;1;2078.19;0.90;0.00;18.97;veh_passenger;;0;0.00
387.00;680950028#19_0;168.98;23.84;3.00;0.09;-1042848924#4_0;5.10;0.00;tripinfo_veh60 routing_veh60;384.00;veh60;1;8505.22;1.08;0.00;45.70;veh_passenger;;0;0.00
387.00;182659834#0_0;541.08;13.23;102.00;0.44;-1001479111_0;5.10;14.39;tripinfo_veh2092 routing_veh2092;285.00;veh2092;1;4734.66;1.04;0.00;54.02;veh_passenger;;1;5.00
388.00;-156032744#3_0;15.70;21.39;280.00;0.52;-1388151854_0;5.10;13.71;tripinfo_veh5757 routing_veh5757;108.00;veh5757;1;1991.54;0.99;0.00;14.04;veh_passenger;;0;0.00
390.00;1055019976_0;407.67;14.32;103.00;0.23;-1055017950_0;5.10;15.00;tripinfo_veh2117 routing_veh2117;287.00;veh2117;1;4856.80;1.08;0.00;48.52;veh_passenger;;1;3.00
390.00;1278476804_0;15.19;10.58;204.00;0.64;1369161859#0_0;5.10;0.00;tripinfo_veh4189 routing_veh4189;186.00;veh4189;1;2835.04;1.17;0.00;63.02;veh_passenger;;2;9.00
391.00;446711232#6_0;117.95;11.28;285.00;0.76;-1384921350#7_0;5.10;0.00;tripinfo_veh5855 routing_veh5855;106.00;veh5855;1;1342.68;0.88;0.00;13.72;veh_passenger;;0;0.00
392.00;548937840#1_0;51.56;15.80;23.00;0.52;1391558424#0_0;5.10;0.00;tripinfo_veh463 routing_veh463;369.00;veh463;1;6910.42;1.16;0.00;60.01;veh_passenger;;1;1.00
392.00;1218443866_0;141.63;13.72;129.00;1.03;378249534#0_0;5.10;0.00;tripinfo_veh2636 routing_veh2636;263.00;veh2636;1;4812.58;1.02;0.00;41.14;veh_passenger;;0;0.00
392.00;-1046451448#9_0;82.90;15.05;146.00;0.94;586594847#7_0;5.10;0.00;tripinfo_veh2988 routing_veh2988;246.00;veh2988;1;4671.45;1.14;0.00;56.08;veh_passenger;;1;6.00
393.00;-1368291811_0;11.35;5.92;20.00;0.58;1047269659#1_0;5.10;0.00;tripinfo_veh400 routing_veh400;373.00;veh400;1;5746.22;0.98;0.00;78.99;veh_passenger;;1;9.00
393.00;-1043853248#2_0;276.86;15.05;103.00;0.47;-1084036066_0;5.10;15.17;tripinfo_veh2112 routing_veh2112;290.00;veh2112;1;5507.98;1.09;0.00;32.36;veh_passenger;;0;0.00
395.00;1054406177_0;42.90;12.01;4.00;0.89;-1049862885#0_0;5.10;0.00;tripinfo_veh64 routing_veh64;391.00;veh64;1;5464.73;0.94;0.00;41.93;veh_passenger;;0;0.00
395.00;902920463#5_0;395.55;23.18;159.00;0.98;-1042584442#0_0;5.10;0.00;tripinfo_veh3255 routing_veh3255;236.00;veh3255;1;4877.06;1.08;0.00;38.49;veh_passenger;;1;3.00
396.00;1370252437#1_0;38.05;15.52;21.00;0.56;318106706#2_0;5.10;0.00;tripinfo_veh421 routing_veh421;375.00;veh421;1;6987.65;1.05;0.00;66.11;veh_passenger;;0;0.00
396.00;325440946_0;124.24;13.23;175.00;0.18;1370363142#8_1;5.10;0.00;tripinfo_veh3601 routing_veh3601;221.00;veh3601;1;4214.39;1.02;0.00;48.82;veh_passenger;;0;0.00
397.00;-1046451878#0_0;108.51;10.93;46.00;0.85;446680163#1_0;5.10;0.00;tripinfo_veh930 routing_veh930;351.00;veh930;1;3369.36;0.88;0.00;158.92;veh_passenger;;2;127.00
398.00;1372245643_0;113.77;13.45;59.00;0.11;-1381917253_0;5.10;14.34;tripinfo_veh1213 routing_veh1213;339.00;veh1213;1;6218.02;1.03;0.00;25.37;veh_passenger;;0;0.00
398.00;1043663887_0;157.75;12.71;102.00;0.54;-158366236#38_1;5.10;0.00;tripinfo_veh2090 routing_veh2090;296.00;veh2090;1;5753.10;0.92;0.00;48.43;veh_passenger;;0;0.00
399.00;-132070844#5_0;80.70;19.62;19.00;0.36;-318725571#1_0;5.10;0.00;tripinfo_veh384 routing_veh384;380.00;veh384;1;3137.92;1.10;0.00;260.10;veh_passenger;;3;195.00
399.00;1215977114#1_0;97.31;12.40;86.00;0.07;-319423453#20_0;5.10;0.00;tripinfo_veh1770 routing_veh1770;313.00;veh1770;1;5140.45;0.99;0.00;34.39;veh_passenger;;0;0.00
400.00;355212061#9_0;222.75;13.38;198.00;0.27;1053935174#2_0;5.10;0.00;tripinfo_veh4073 routing_veh4073;202.00;veh4073;1;2452.41;1.03;0.00;33.49;veh_passenger;;0;0.00
401.00;1213599226_0;101.23;15.06;50.00;0.19;-1390062461_0;5.10;15.48;tripinfo_veh1026 routing_veh1026;351.00;veh1026;1;5927.42;1.11;0.00;98.23;veh_passenger;;1;30.00
402.00;-378247900#1_0;202.82;12.73;32.00;0.25;1220236952_0;5.10;13.84;tripinfo_veh654 routing_veh654;370.00;veh654;1;6747.48;1.00;0.00;48.22;veh_passenger;;0;0.00
